id,therapist_name,gender,modality,language,available_days,mode,experience_years,specialties
356,Dr. Fasil Mekuria,Male,Dialectical Behavior Therapy (DBT),['Amharic'],"['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Sunday']","['Video', 'Audio']",4,"['Substance Use', 'Family Conflict', 'Suicidal Ideation']"
357,Dr. Azalech Berihun,Male,Adlerian Therapy,['Oromo'],"['Thursday', 'Friday', 'Monday', 'Tuesday', 'Sunday']","['Audio', 'Video']",7,"['Eating Disorders', 'Relationships', 'PTSD']"
358,Dr. Aklilu Alemu,Male,Jungian Therapy,['Tigrinya'],"['Wednesday', 'Friday', 'Thursday', 'Sunday', 'Monday']","['Audio', 'Video']",11,"['Sleep Disorders', 'Cultural Identity Stress', 'Relationships']"
359,Dr. Woyinshet Tadesse,Male,Cognitive Therapy,['Tigrinya'],"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Sunday']","['Audio', 'Video']",15,"['Financial Stress', 'Panic Disorders', 'Test Anxiety']"
360,Dr. Mengistu Gebrekidan,Male,Acceptance and Commitment Therapy (ACT),['Amharic'],"['Wednesday', 'Tuesday', 'Thursday', 'Friday', 'Monday']","['Video', 'Audio']",7,"['Relationships', 'Suicidal Ideation', 'Family Conflict']"
361,Dr. Tsehay Teshome,Male,Cognitive Analytic Therapy (CAT),['Amharic'],"['Friday', 'Saturday', 'Thursday', 'Wednesday', 'Sunday']","['Video', 'Audio']",4,"['PTSD', 'Family Conflict', 'Relationships']"
362,Dr. Nebiyu Alemu,Male,Gestalt Therapy,['English'],"['Tuesday', 'Friday', 'Sunday', 'Monday', 'Wednesday']","['Video', 'Audio']",16,"['Financial Stress', 'Sleep Disorders', 'Cultural Identity Stress']"
363,Dr. Belaynesh Bekele,Female,Jungian Therapy,['Oromo'],"['Tuesday', 'Monday', 'Wednesday', 'Friday', 'Saturday']","['Audio', 'Video']",12,"['Generalized Anxiety Disorder (GAD)', 'Depression', 'OCD']"
364,Dr. Tadesse Tadese,Male,Dialectical Behavior Therapy (DBT),['English'],"['Friday', 'Wednesday', 'Tuesday', 'Sunday', 'Saturday']","['Video', 'Audio']",13,"['OCD', 'Social Anxiety', 'Mood Disorders']"
365,Dr. Roman Gebre,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Thursday', 'Wednesday', 'Saturday', 'Monday', 'Tuesday']","['Audio', 'Video']",15,"['Substance Use', 'Trauma', 'Panic Disorders']"
366,Dr. Mesfin Mekonnen,Female,Schema Therapy,['Oromo'],"['Sunday', 'Monday', 'Wednesday', 'Thursday', 'Saturday']","['Video', 'Audio']",14,"['Eating Disorders', 'Cultural Identity Stress', 'Generalized Anxiety Disorder (GAD)']"
367,Dr. Tsehaynesh Berhanu,Female,Acceptance and Commitment Therapy (ACT),['Tigrinya'],"['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Saturday']","['Video', 'Audio']",12,"['Academic Burnout', 'Financial Stress', 'Trauma']"
368,Dr. Yitbarek Tsegaye,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Tigrinya'],"['Friday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday']","['Video', 'Audio']",10,"['Grief and Loss', 'Eating Disorders', 'Test Anxiety']"
369,Dr. Yeshi Alebachew,Male,Transactional Analysis (TA),['Oromo'],"['Sunday', 'Thursday', 'Wednesday', 'Monday', 'Saturday']","['Audio', 'Video']",14,"['Financial Stress', 'Stress', 'Depression']"
370,Dr. Gashaw Desta,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Thursday']","['Video', 'Audio']",11,"['Self-Esteem Issues', 'Grief and Loss', 'Relationships']"
371,Dr. Werkinesh Alemu,Female,Adlerian Therapy,['Tigrinya'],"['Thursday', 'Sunday', 'Tuesday', 'Wednesday', 'Friday']","['Video', 'Audio']",13,"['Eating Disorders', 'Adjustment Disorders', 'Academic Burnout']"
372,Dr. Fikadu Bekele,Male,Schema Therapy,['English'],"['Sunday', 'Monday', 'Tuesday', 'Thursday', 'Friday']","['Video', 'Audio']",15,"['Sleep Disorders', 'Trauma', 'Substance Use']"
373,Dr. Azeb Tadese,Female,Integrative Counselling,['Oromo'],"['Friday', 'Sunday', 'Tuesday', 'Saturday', 'Thursday']","['Video', 'Audio']",17,"['Mood Disorders', 'ADHD', 'Anxiety']"
374,Dr. Zemedkun Gebre,Female,Schema Therapy,['Oromo'],"['Saturday', 'Wednesday', 'Friday', 'Sunday', 'Thursday']","['Video', 'Audio']",4,"['Academic Burnout', 'Generalized Anxiety Disorder (GAD)', 'ADHD']"
375,Dr. Haimanot Mekuria,Female,Emotionally Focused Therapy (EFT),['Amharic'],"['Thursday', 'Monday', 'Tuesday', 'Saturday', 'Friday']","['Video', 'Audio']",2,"['Interpersonal Violence', 'Family Conflict', 'Generalized Anxiety Disorder (GAD)']"
376,Dr. Getahun Berihun,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"['Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday']","['Video', 'Audio']",1,"['Family Conflict', 'Family Conflict', 'Sleep Disorders']"
377,Dr. Yemilework Alemu,Female,Dialectical Behavior Therapy (DBT),['Tigrinya'],"['Tuesday', 'Saturday', 'Monday', 'Wednesday', 'Friday']","['Video', 'Audio']",13,"['Depression', 'Mood Disorders', 'Interpersonal Violence']"
378,Dr. Fasil Tadesse,Male,Cognitive Therapy,['Oromo'],"['Wednesday', 'Thursday', 'Saturday', 'Tuesday', 'Friday']","['Audio', 'Video']",13,"['Test Anxiety', 'Social Anxiety', 'ADHD']"
379,Dr. Azalech Gebrekidan,Male,Jungian Therapy,['English'],"['Friday', 'Sunday', 'Saturday', 'Monday', 'Tuesday']","['Video', 'Audio']",17,"['PTSD', 'Depression', 'Self-Esteem Issues']"
380,Dr. Aklilu Teshome,Female,Emotionally Focused Therapy (EFT),['English'],"['Sunday', 'Thursday', 'Wednesday', 'Saturday', 'Friday']","['Audio', 'Video']",14,"['Eating Disorders', 'Interpersonal Violence', 'BPD']"
381,Dr. Woyinshet Alemu,Female,Cognitive Behavioral Therapy (CBT),['Tigrinya'],"['Monday', 'Friday', 'Saturday', 'Wednesday', 'Thursday']","['Video', 'Audio']",1,"['ADHD', 'ADHD', 'BPD']"
382,Dr. Mengistu Bekele,Female,Emotionally Focused Therapy (EFT),['Oromo'],"['Saturday', 'Friday', 'Thursday', 'Monday', 'Sunday']","['Audio', 'Video']",5,"['PTSD', 'Somatic Complaints', 'PTSD']"
383,Dr. Tsehay Tadese,Female,Psychoanalysis,['English'],"['Friday', 'Sunday', 'Saturday', 'Wednesday', 'Tuesday']","['Audio', 'Video']",6,"['Relationships', 'Generalized Anxiety Disorder (GAD)', 'Suicidal Ideation']"
384,Dr. Nebiyu Gebre,Male,Acceptance and Commitment Therapy (ACT),['Tigrinya'],"['Thursday', 'Friday', 'Monday', 'Tuesday', 'Sunday']","['Audio', 'Video']",8,"['BPD', 'Stress', 'Somatic Complaints']"
385,Dr. Belaynesh Mekonnen,Male,Mindfulness-Based Cognitive Therapy (MBCT),['Tigrinya'],"['Friday', 'Tuesday', 'Wednesday', 'Monday', 'Saturday']","['Audio', 'Video']",15,"['Substance Use', 'Anxiety', 'Depression']"
386,Dr. Tadesse Berhanu,Male,Narrative Therapy,['Tigrinya'],"['Sunday', 'Wednesday', 'Friday', 'Tuesday', 'Saturday']","['Video', 'Audio']",4,"['Social Anxiety', 'Financial Stress', 'Cultural Identity Stress']"
387,Dr. Roman Tsegaye,Male,Jungian Therapy,['English'],"['Sunday', 'Friday', 'Saturday', 'Monday', 'Wednesday']","['Audio', 'Video']",9,"['Relationships', 'Generalized Anxiety Disorder (GAD)', 'Interpersonal Violence']"
388,Dr. Mesfin Alebachew,Female,Emotionally Focused Therapy (EFT),['Amharic'],"['Tuesday', 'Saturday', 'Monday', 'Thursday', 'Sunday']","['Audio', 'Video']",16,"['Substance Use', 'Stress', 'Stress']"
389,Dr. Tsehaynesh Desta,Male,Existential Psychotherapy,['English'],"['Wednesday', 'Thursday', 'Sunday', 'Tuesday', 'Friday']","['Audio', 'Video']",2,"['ADHD', 'Substance Use', 'Test Anxiety']"
390,Dr. Yitbarek Alemu,Male,Adlerian Therapy,['Amharic'],"['Saturday', 'Tuesday', 'Monday', 'Sunday', 'Wednesday']","['Audio', 'Video']",5,"['PTSD', 'Eating Disorders', 'Family Conflict']"
391,Dr. Yeshi Bekele,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Sunday', 'Wednesday', 'Monday', 'Friday', 'Thursday']","['Audio', 'Video']",7,"['Academic Burnout', 'Cultural Identity Stress', 'Family Conflict']"
392,Dr. Gashaw Tadese,Female,Person-Centred Therapy,['Oromo'],"['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday']","['Audio', 'Video']",9,"['Academic Burnout', 'Interpersonal Violence', 'Financial Stress']"
393,Dr. Werkinesh Gebre,Male,Cognitive Behavioral Therapy (CBT),['Tigrinya'],"['Sunday', 'Monday', 'Thursday', 'Saturday', 'Wednesday']","['Video', 'Audio']",10,"['Somatic Complaints', 'Social Anxiety', 'PTSD']"
394,Dr. Fikadu Mekuria,Male,Integrative Counselling,['Tigrinya'],"['Thursday', 'Saturday', 'Wednesday', 'Tuesday', 'Sunday']","['Video', 'Audio']",17,"['Grief and Loss', 'Family Conflict', 'ADHD']"
395,Dr. Azeb Berihun,Male,Existential Psychotherapy,['Amharic'],"['Friday', 'Wednesday', 'Tuesday', 'Thursday', 'Sunday']","['Video', 'Audio']",6,"['Anxiety', 'Depression', 'Generalized Anxiety Disorder (GAD)']"
396,Dr. Zemedkun Alemu,Female,Humanistic Therapy,['Tigrinya'],"['Saturday', 'Monday', 'Wednesday', 'Thursday', 'Tuesday']","['Video', 'Audio']",2,"['Interpersonal Violence', 'OCD', 'Somatic Complaints']"
397,Dr. Haimanot Tadesse,Female,Schema Therapy,['Oromo'],"['Saturday', 'Wednesday', 'Friday', 'Sunday', 'Thursday']","['Video', 'Audio']",9,"['Adjustment Disorders', 'Trauma', 'Loneliness']"
398,Dr. Getahun Gebrekidan,Female,Transactional Analysis (TA),['Oromo'],"['Wednesday', 'Saturday', 'Thursday', 'Sunday', 'Friday']","['Video', 'Audio']",7,"['Sleep Disorders', 'Self-Esteem Issues', 'Family Conflict']"
399,Dr. Yemilework Teshome,Female,Dialectical Behavior Therapy (DBT),['Amharic'],"['Sunday', 'Tuesday', 'Saturday', 'Wednesday', 'Friday']","['Audio', 'Video']",5,"['Somatic Complaints', 'Self-Esteem Issues', 'Eating Disorders']"
400,Dr. Fasil Alemu,Female,Schema Therapy,['Amharic'],"['Saturday', 'Tuesday', 'Thursday', 'Sunday', 'Monday']","['Video', 'Audio']",8,"['Adjustment Disorders', 'Mood Disorders', 'Academic Burnout']"
